ItemID,Author,Year,Strand,Outcome,Intervention,LevelofAssignment,ParticipantAssignment,StudyRealism,StudentGender,PublicationType,EducationalSetting,Country,GroupBaselineDifferences,StudyDesign,Comparability,CompVariablesReported,ComparabilityVariables,InterventionOrg,InterventionTrainingProvided,StudentAge,Attrition/DropOutReported,FocusofIntervention,InterventionTeachingApproach,InterventionTime,WhoDeliveredTeaching,EducationalSetting,SMD,SESMD,CIupper,CIlower,CodesSectionPresent,OutcomesSectionPresent,OutcomeCodesSectionPresent
43090199,Vadasy (2008) TA,2008,NA,NA,NA,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,NA,NA,NA,NA,NA,University/ researcher design,Yes (Please specify),"['9', '10', '11']",NA,['Students'],['Paired learning'],['During regular school hours '],['Teaching assistants'],['Primary/elementary school'],NA,NA,NA,NA,Yes,No,No
37671588,Vadasy (2009),2009,Toolkit: Teaching assistants,Secondary outcome(s),Literacy: decoding/phonics,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Multisite RCT,Yes,Yes,Other (please specify),School or group of schools,Yes (Please specify),"['9', '10']",['Yes'],"['Students', 'Teachers', 'Teaching assistants']",['Paired learning'],['During regular school hours '],"['Class teachers', 'Teaching assistants']",['Primary/elementary school'],0.0,0.1798,0.3525,-0.3525,Yes,Yes,Yes
37671589,Vadasy (2010),2010,NA,NA,NA,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,NA,NA,NA,NA,NA,University/ researcher design,Yes (Please specify),['5'],NA,"['Students', 'Teaching assistants']",['One to one'],['During regular school hours '],['Teaching assistants'],['Primary/elementary school'],NA,NA,NA,NA,Yes,No,No
37671614,Vadasy (2013),2013,Toolkit: Teaching assistants,Primary outcome,Literacy: reading comprehension,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Multisite RCT,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['5', '6']",['Yes'],['Students'],['Small group/intensive support (3-5)'],['During regular school hours '],['Teaching assistants'],['Primary/elementary school'],0.6942,0.2728,1.2289,0.1595,Yes,Yes,Yes
37133984,Van Keer (2004),2004,Toolkit: Peer Tutoring,Primary outcome,Literacy: reading comprehension,Individual,"Non-random, but matched",High ecological validity,Mixed gender,Journal article,NA,Belgium,No/Unclear,Retrospective QED  ,No,No,NA,University/ researcher design,Yes (Please specify),"['9', '10', '11', '12']",['No'],"['Students', 'Teachers']",['Paired learning'],['During regular school hours '],"['Class teachers', 'Peers']",NA,0.38,0.21,0.7916,-0.0316,Yes,Yes,Yes
37116237,Van Keer (2010),2010,Toolkit: Peer Tutoring,Primary outcome,Literacy: reading comprehension,Class,"Non-random, but matched",High ecological validity,Mixed gender,Journal article,Primary/elementary school,Belgium,Yes,Prospective QED,Yes,Yes,NA,University/ researcher design,Yes (Please specify),"['8', '9', '11', '12']",['No'],"['Students', 'Teachers']",['One to one'],['During regular school hours '],['Peers'],['Primary/elementary school'],0.051,0.1193,0.2849,-0.1829,Yes,Yes,Yes
37093609,van Oudenhoven (1987),1987,Toolkit: Peer Tutoring,Primary outcome,Literacy: spelling,Class,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,The Netherlands,No/Unclear,Cluster RCT,No,NA,NA,University/ researcher design,Yes (Please specify),"['9', '10']",['Yes'],['Students'],['Paired learning'],['During regular school hours '],['Class teachers'],['Primary/elementary school'],0.4424,0.1138,0.6654,0.2194,Yes,Yes,Yes
40294962,Van Oudenhoven (1987) FB,1987,Toolkit: Feedback,Primary outcome,Literacy: spelling,Class,Random (please specify),High ecological validity,No information provided,Journal article,Primary/elementary school,The Netherlands,Yes,Cluster RCT,Yes,NA,NA,University/ researcher design,Yes (Please specify),"['8', '9']",['No'],['Students'],['Large group/class teaching (+6)'],['During regular school hours '],['Class teachers'],['Primary/elementary school'],0.74,1.7,4.072,-2.592,Yes,Yes,Yes
40117232,Vandell (2005),2005,Toolkit: Extending school time,Primary outcome,Combined subjects,Individual,Retrospective Quasi Experimental Design (QED),High ecological validity,Mixed gender,Journal article,Middle school,USA,NA,Retrospective QED  ,Yes,Yes,Other (please specify),School or group of schools,No,NA,['No'],['Students'],['Large group/class teaching (+6)'],['Before/after school'],"['Class teachers', 'Other school staff']","['Primary/elementary school', 'Middle school']",0.108,0.07,0.2452,-0.0292,Yes,Yes,Yes
37092614,VanEvera (2003),2003,Toolkit: Feedback,Primary outcome,Science,Class,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Secondary/High school,USA,No/Unclear,Prospective QED,No,No,NA,University/ researcher design,No,"['13', '14']",['No'],['Students'],"['Student alone (self-administered)', 'Large group/class teaching (+6)']",['During regular school hours '],"['Research staff', 'Class teachers']",['Secondary/High school'],0.6,0.4,1.384,-0.184,Yes,Yes,Yes
37092599,Vellella (1996),1996,NA,Secondary outcome(s),Combined subjects,Class,"Non-random, not matched prior to treatment",High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,NA,Multisite RCT,NA,NA,NA,University/ researcher design,Yes (Please specify),"['7', '8']",NA,['Students'],['Large group/class teaching (+6)'],['During regular school hours '],['Class teachers'],['Primary/elementary school'],-0.1202,0.2286,0.3279,-0.5683,Yes,Yes,No
37092600,Wade-Stein (2004),2004,Toolkit: Feedback,Primary outcome,Literacy: writing,Individual,"Non-random, not matched prior to treatment",High ecological validity,Mixed gender,Journal article,Middle school,USA,No/Unclear,Prospective QED,No,N/A,NA,University/ researcher design,No,"['11', '12']",['No'],['Students'],['Large group/class teaching (+6)'],['During regular school hours '],"['Class teachers', 'Digital technology']",['Middle school'],0.6102,0.2842,1.1673,0.0531,Yes,Yes,Yes
40117182,Walker (2004),2004,NA,,Combined subjects,NA,Retrospective Quasi Experimental Design (QED),High ecological validity,Mixed gender,Technical report,Other educational setting (please specify),USA,Yes,Prospective QED,Yes,Yes,Other (please specify),Private or commercial company,No,"['10', '11', '12', '13', '14', '15', '16', '17']",['No'],['Students'],"['Large group/class teaching (+6)', 'Small group/intensive support (3-5)']","['Before/after school', 'During regular school hours ', 'Summer/ holiday period']",['Unclear/not specified'],['Other educational setting (please specify)'],0.0,0.0,0.0,0.0,Yes,Yes,No
43090202,Wang (2008) TA,2008,NA,Primary outcome,Literacy: reading comprehension,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Prospective QED,No,N/A,NA,University/ researcher design,Yes (Please specify),"['6', '7']",['No'],['Students'],['Other (Explain in notes)'],['During regular school hours '],['Teaching assistants'],['Primary/elementary school'],0.194,0.1889,0.5642,-0.1763,Yes,Yes,No
39253308,Waters (2004),2004,Toolkit: Summer schools,Primary outcome,Literacy: reading other,Individual,Retrospective Quasi Experimental Design (QED),High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,Yes,Prospective QED,Yes,Yes,Educational attainment,Local education authority or district,Yes (Please specify),['8'],['No'],"['Students', 'Teachers']","['Small group/intensive support (3-5)', 'Large group/class teaching (+6)', 'Student alone (self-administered)', 'Paired learning']",['Summer/ holiday period'],['Class teachers'],['Primary/elementary school'],0.9638,0.3202,1.5913,0.3363,Yes,Yes,Yes
39253238,Welch (1991),1990,NA,NA,NA,Individual,Retrospective Quasi Experimental Design (QED),High ecological validity,No information provided,Journal article,Middle school,USA,Yes,Cluster RCT,Yes,Yes,Other (please specify),NA,Yes (Please specify),"['11', '12', '13', '14']",['No'],['Students'],['Large group/class teaching (+6)'],['Summer/ holiday period'],['External teachers'],['Middle school'],NA,NA,NA,NA,Yes,No,No
37671616,Welch (1995),1995,Toolkit: Teaching assistants,Primary outcome,Literacy: reading comprehension,School - cluster,"Non-random, not matched prior to treatment",High ecological validity,No information provided,Journal article,Primary/elementary school,USA,Yes,Prospective QED,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['9', '10', '11', '12']",['No'],['Students'],NA,NA,NA,['Primary/elementary school'],-0.003,0.0646,0.1236,-0.1296,Yes,Yes,Yes
37092796,Wentling (1973),1973,Toolkit: Feedback,Primary outcome,Curriculum: other,Class,Random (please specify),High ecological validity,Male only,Journal article,Secondary/High school,USA,Yes,Cluster RCT,No,N/A,NA,University/ researcher design,No,"['15', '16', '17']",['No'],['Students'],"['Student alone (self-administered)', 'Large group/class teaching (+6)']",['During regular school hours '],['Research staff'],['Secondary/High school'],-0.3133,0.225,0.1278,-0.7544,Yes,Yes,Yes
37133987,White (2000),2000,Toolkit: Peer Tutoring,Primary outcome,Mathematics,Individual,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Middle school,USA,Yes,Multisite RCT,No,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['13', '14', '11', '12']",['No'],['Students'],['Paired learning'],['During regular school hours '],"['Research staff', 'Peers']",['Middle school'],1.1343,0.4,1.9183,0.3503,Yes,Yes,Yes
37093610,Wiersema (1992),1992,NA,Primary outcome,Literacy: spelling,School - cluster,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,The Netherlands,No/Unclear,Cluster RCT,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['12', '7', '8', '9', '10', '11']",['Unclear (please add notes)'],['Students'],['Paired learning'],['During regular school hours '],['Class teachers'],['Primary/elementary school'],-0.4424,0.1138,-0.2194,-0.6654,Yes,Yes,No
38296697,Wiggins (2017),2017,Toolkit: Feedback,Secondary outcome(s),Mathematics,School - cluster,Random (please specify),High ecological validity,Mixed gender,Technical report,Primary/elementary school,England,Yes,Cluster RCT,Yes,Yes,Socio-economic status,University/ researcher design,Yes (Please specify),"['9', '10', '11']",['Yes'],['Students'],"['Student alone (self-administered)', 'Large group/class teaching (+6)']",['During regular school hours '],"['Class teachers', 'Teaching assistants']",['Primary/elementary school'],0.0717,0.0376,0.1455,-0.002,Yes,Yes,Yes
37092615,William (2004),2004,Toolkit: Feedback,Primary outcome,Curriculum: other,Class,"Non-random, not matched prior to treatment",High ecological validity,No information provided,Journal article,Secondary/High school,UK (Select all that apply),No/Unclear,Prospective QED,No,N/A,NA,University/ researcher design,Yes (Please specify),"['11', '12', '13', '14', '15', '16']",['Unclear (please add notes)'],['Teachers'],['Large group/class teaching (+6)'],['During regular school hours '],['Class teachers'],['Secondary/High school'],0.32,0.0816,0.4799,0.1601,Yes,Yes,Yes
39253240,Williams (1977),1977,Toolkit: Summer schools,Primary outcome,Literacy: reading comprehension,Individual,Retrospective Quasi Experimental Design (QED),High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,No/Unclear,Retrospective QED  ,No,No,NA,University/ researcher design,Unclear/ Not specified,"['9', '10']",['No'],['Students'],['Other (Explain in notes)'],['Summer/ holiday period'],['Unclear/not specified'],['Primary/elementary school'],0.1505,0.1382,0.4213,-0.1203,Yes,Yes,Yes
39253241,Winston (1963),1963,Toolkit: Summer schools,Primary outcome,Literacy: reading comprehension,Individual,"Non-random, but matched",High ecological validity,Mixed gender,Technical report,Primary/elementary school,USA,Yes,Prospective QED,Yes,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['10', '11', '12']",['No'],['Students'],"['Student alone (self-administered)', 'Large group/class teaching (+6)']",['Summer/ holiday period'],['Class teachers'],['Primary/elementary school'],0.38,0.2,0.772,-0.012,Yes,Yes,Yes
37092601,Wise (1992),1992,Toolkit: Feedback,Primary outcome,Literacy: writing,Class,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Middle school,USA,Yes,Cluster RCT,No,N/A,NA,University/ researcher design,Yes (Please specify),"['13', '14']",['Yes'],['Students'],['Large group/class teaching (+6)'],['During regular school hours '],['Class teachers'],['Middle school'],0.6564,0.2207,1.0891,0.2238,Yes,Yes,Yes
37092602,Wolter (1975) 1_1,1975,Toolkit: Feedback,Primary outcome,Literacy: writing,Individual,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,Yes,Multisite RCT,Yes,Yes,NA,University/ researcher design,No,['11'],['Yes'],['Students'],['Small group/intensive support (3-5)'],['During regular school hours '],['Research staff'],['Primary/elementary school'],0.9577,0.5076,1.9525,-0.0371,Yes,Yes,Yes
40294963,Wolter (1975) 1_2,1975,Toolkit: Feedback,Primary outcome,Literacy: writing,Individual,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Middle school,USA,Yes,Multisite RCT,Yes,Yes,NA,University/ researcher design,No,"['11', '12']",['Yes'],['Students'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['During regular school hours '],['Research staff'],['Middle school'],0.926,0.4895,1.8853,-0.0334,Yes,Yes,Yes
39253243,Womble (1977),1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,No
40117171,Woolley (1996),1996,Toolkit: Feedback,Primary outcome,Literacy: reading comprehension,NA,Retrospective Quasi Experimental Design (QED),High ecological validity,No information provided,Dissertation or thesis,Primary/elementary school,USA,Yes,Prospective QED,Yes,Yes,Other (please specify),School or group of schools,No,"['10', '11']",['No'],['Students'],['Large group/class teaching (+6)'],['During regular school hours '],['Class teachers'],['Primary/elementary school'],-0.0672,0.0741,0.0782,-0.2125,Yes,Yes,Yes
37671591,Word (1990),1990,Toolkit: Teaching assistants,Primary outcome,Literacy: reading other,Individual,Random (please specify),High ecological validity,Mixed gender,Technical report,Primary/elementary school,USA,NA,Multisite RCT,NA,NA,NA,Local education authority or district,No,"['5', '6', '7', '8', '9']",NA,['Other (Please specify)'],['Other (Explain in notes)'],['During regular school hours '],"['Class teachers', 'Teaching assistants']","['Nursery school/pre-school', 'Primary/elementary school']",0.018,0.0626,0.1408,-0.1048,Yes,Yes,Yes
37092800,Wyne (1979),1979,Toolkit: Feedback,Secondary outcome(s),Literacy: reading comprehension,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Middle school,USA,No/Unclear,Individual RCT,No,N/A,NA,University/ researcher design,Yes (Please specify),"['7', '8', '9', '10', '11', '12']",['No'],['Students'],['Large group/class teaching (+6)'],['During regular school hours '],['Research staff'],['Middle school'],1.3177,0.3056,1.9168,0.7187,Yes,Yes,Yes
